,filename,location,long,lat,Issue,Duration,TimeStamp
2354,chennai_report_1742.txt,"AHBlock 2nd street junction,8th main road Shanti colony,CHENNAI ",80.2127105,13.0822627,"NON FUNCTIONING OF TOILET, two toilets meant for male and female, Male toilet is non-functional and the female toilet door is broken casing insecurity and uneasiness among the poor ladies",Not found,"Feb 14, 2019, 06.14 AM IST"
2355,chennai_report_1743.txt,"perumpakkam,vengaivasal,mambakkam road,chennai ",80.18671189999998,12.904000000000002,water canals,Not found,"Feb 14, 2019, 06.12 AM IST"
2356,chennai_report_1745.txt,"Chepauk,bells road,chennai ",80.27786850000003,13.0617915,"uncleared garbage pile, always blocked due to this dump",Not found,"Feb 14, 2019, 06.09 AM IST"
2357,chennai_report_1746.txt,"velachery,Vijayanagar 1st main road,chennai ",80.2186808,12.9758873,unhealthy way of covering the Manhole,Not found,"Feb 13, 2019, 06.17 AM IST"
2358,chennai_report_1747.txt,"Porur,Sabarinagar 4th cross street ,Chennai 600116 ",80.1697362,13.026711,becoming dumpyard,Not found,"Feb 13, 2019, 06.17 AM IST"
2359,chennai_report_1748.txt,"Sriram Nagar,Next to Jain nahar,chennai ",80.10600869999998,13.0329477,forced to walk,Not found,"Feb 13, 2019, 06.16 AM IST"
2360,chennai_report_1749.txt,"Thiruvanmiyur,Kannappa Nagar Extn.,Chennai ",80.2540865,12.9736814,waste plastic paper were burned,Not found,"Feb 13, 2019, 06.15 AM IST"
2361,chennai_report_1750.txt,"near panagal maligai,abdul razack 1st street,chennai 600015 ",80.2237588,13.0187188,"kappal polu street, absolutely pathetic, dangerous with numerous pot holes and bumps",three years,"Feb 13, 2019, 06.15 AM IST"
2362,chennai_report_1753.txt,"9 th Main Road ,Ramnagar South Madipakkam,Chennai 600091 ",80.20785219999998,12.9617866,mosquito breeding,Not found,"Feb 12, 2019, 06.13 AM IST"
2363,chennai_report_1754.txt,"Velachery,Selvanagar 1streer extension,chennai ",80.2215873,12.9726512,risky to pesdestrianselectrical wires hanging on the road,Not found,"Feb 12, 2019, 06.12 AM IST"
2364,chennai_report_1755.txt,"Indira Colony,  Ashok Nagar ,2nd Street ,Chennai ",80.2110569,13.0327472,"Garbage is dumped in the drainage, garbage dumped in the drainage",Not found,"Feb 12, 2019, 06.12 AM IST"
2365,chennai_report_1757.txt,"No.15, 4th St, Arul Avenue, Kattupakkam, Chennai, Tamil Nadu 600056, India ",80.12409749999998,13.039472300000002,Waste is dumped on the streets,Not found,"Feb 11, 2019, 06.12 AM IST"
2366,chennai_report_1759.txt,"Besant Nagar,Mahalashmi Main Rd,Chennai ",80.2703938,12.992607,"not for pedestrians to walk, vehicles are also parked on the pavement",Not found,"Feb 11, 2019, 06.10 AM IST"
2367,chennai_report_1761.txt,"Velachery,selvanagar extension 1st street,chennai ",80.2242151,12.9736701,Garbage is always spilled,Not found,"Feb 10, 2019, 06.17 AM IST"
2368,chennai_report_1763.txt,"Parvathy St, Kalakshetra Colony, Besant Nagar, Chennai, Tamil Nadu 600090, India ",80.2654646,12.9897507,"dead condition, big threat to the commuters particulaly road",Not found,"Feb 10, 2019, 06.15 AM IST"
2369,chennai_report_1765.txt,"Ramapuram Signal,Manapakkam Main Road,Chennai -125 ",80.18244179999998,13.0219659,sewage is overflowing,Not found,"Feb 10, 2019, 06.12 AM IST"
2370,chennai_report_1766.txt,"AVADI LAZAR NAGAR ,2nd street ,Chennai ",80.1007977,13.1044583,locality full of musquitos,Not found,"Feb 9, 2019, 06.13 AM IST"
2371,chennai_report_1767.txt,"Kodungaiyur,Meenambal Salai,Chennai ",80.25899770000002,13.1298099,driving on the wrong side,Not found,"Feb 9, 2019, 06.10 AM IST"
2372,chennai_report_1769.txt,"old washermenpet ,Sanjeverayan Koil St ,Chennai. 21 ",80.2880251,13.1179633,sewage on road,Not found,"Feb 9, 2019, 06.08 AM IST"
2373,chennai_report_1771.txt,"Chrompet,New no 23, Old no 16A Hanumar koil street,Chennai ",80.1440358,12.943581800000002,open ground become a dumping yard,Not found,"Feb 8, 2019, 06.12 AM IST"
2374,chennai_report_1773.txt,"10/31, Parthasarathi Puram, T Nagar, Chennai, Tamil Nadu 600017, India ",80.24358699999998,13.041567,sewage leakage,Not found,"Feb 8, 2019, 06.11 AM IST"
2375,chennai_report_1774.txt,"Kil ayanambakkam,Galaxy road,Chennai ",80.15166719999998,13.075582199999998,wasting precious fuel and invaluable time,past several days,"Feb 8, 2019, 06.08 AM IST"
2376,chennai_report_1775.txt,"Besant nagar,8th cross street.,Chennai. ",80.26558849999998,12.998649,Garbage also has accumulated,Not found,"Feb 7, 2019, 06.11 AM IST"
2377,chennai_report_1776.txt,"Vengadamangalam,Vengadamangalam main road,Chennai ",80.1691788,12.8590174,"narrow road with a dense vehicular traffic, road makes pedestrians difficult to walk, Garbage and open urination by the drivers",Not found,"Feb 7, 2019, 06.11 AM IST"
2378,chennai_report_1778.txt,"Triplicane,venkatrangam street,chennai ",80.27860290000002,13.0524221,Garbage strewn,Not found,"Feb 7, 2019, 06.10 AM IST"
2379,chennai_report_1779.txt,"Ramapuram signal,manapakkam main road,chennai 125 ",80.18448479999998,13.0208261,"construction materials and debris are on the road, difficult for vehicles to commute, vehicles on the road",Not found,"Feb 6, 2019, 06.15 AM IST"
2380,chennai_report_1783.txt,"28th Street , 4th Avenue Ashoknagar ,28th Street ,CHENNAI ",80.2183245,13.0455078,"dumped in empty plots by the road, dumped on instruction, blocked the usage of the road",Not found,"Feb 5, 2019, 06.17 AM IST"
2381,chennai_report_1784.txt,"teynampet,ellaiamman colony,chennai ",80.25129890000002,13.050441,disturbance to public,one week,"Feb 5, 2019, 06.14 AM IST"
2382,chennai_report_1785.txt,"Mugalivakkam,Main Road (Near Kedar Hospital),Chennai ",80.167098,13.022774,"construction materials and items, space meant for walking",Not found,"Feb 5, 2019, 06.14 AM IST"
2383,chennai_report_1786.txt,"T.Nagar,Murugesan Street,Chennai ",80.23412490000003,13.0443088,"2 nd street has been digged, facing a tedious problem",Not found,"Feb 5, 2019, 06.11 AM IST"
2384,chennai_report_1787.txt,"Chennai central,Walltax road,Chennai ",80.27548089999998,13.0824723,drainage is gushing out on the roads,Not found,"Feb 5, 2019, 06.10 AM IST"
2385,chennai_report_1788.txt,"adyar,gandhinagar 2nd main road,Chennai ",80.2533311,13.0077214,"letting the sewage water, Water drain causing an overflow with terrible stink, breeding mosquitoes",Not found,"Feb 5, 2019, 06.09 AM IST"
2386,chennai_report_1789.txt,"Ganga Nagar, jaffer khanpet,south Street,Chennai ",80.2031318,13.029025099999998,Garbage is always,Not found,"Feb 4, 2019, 06.17 AM IST"
2387,chennai_report_1791.txt,"habibullah road near hdfc bank,t nagar,chennai ",80.23802599999998,13.0497412,Open sewage,Not found,"Feb 4, 2019, 06.15 AM IST"
2388,chennai_report_1793.txt,"srinagar coliny,north avenue,Chennai ",80.2295852,13.0154199,"No Parking boards installed, autos parked on both sides of the road, police doesn't bother when",Not found,"Feb 2, 2019, 06.14 AM IST"
2389,chennai_report_1795.txt,"CHINTADRIPET,new no:12,Ritchie street,chennai ",80.2715589,13.070329,feeding on garbage mixed,Not found,"Feb 2, 2019, 06.11 AM IST"
2390,chennai_report_1796.txt,"Besant Nagar,Junction of 5th main Road and Urur Olcot Kuppam Road,Chennai ",80.2727491,13.0033183,"encroached by shareautos, lining up in queue, forced to walk on road, risking life",Not found,"Feb 2, 2019, 06.09 AM IST"
2391,chennai_report_1797.txt,"Ramapuram,Senthamil Nagar Main Road,Chennai ",80.186838,13.033893,mess for over month garbage spilling onto the road,Not found,"Feb 1, 2019, 06.16 AM IST"
2392,chennai_report_1798.txt,"choolai,kalathiappa street vardhachari lane,chennai ",80.2623481,13.0896458,3 vehicles have been abandoned,7 months,"Feb 1, 2019, 06.16 AM IST"
2393,chennai_report_1800.txt,"Kodambakkam,VOC MAIN ROAD,CHENNAI ",80.21750879999998,13.0492601,Debris has been cleared,Not found,"Feb 1, 2019, 06.14 AM IST"
2394,chennai_report_1801.txt,"Thirumaylai railway station,cannal ,Chennai Mylapore 600004 ",80.267021,13.0349278,nemilicherry lake had been rejuvenated,Not found,"Feb 1, 2019, 06.12 AM IST"
2395,chennai_report_1803.txt,"Velachery,Perungudi Station Road,chennai ",80.2278023,12.9721865,"water is getting stagnated, working in the nights",Not found,"Jan 31, 2019, 06.13 AM IST"
2396,chennai_report_1804.txt,"indira colony,  ashok nagar ,2nd Street corner ,chennai ",80.2110569,13.0327472,garbage piling up,Not found,"Jan 31, 2019, 06.13 AM IST"
2397,chennai_report_1805.txt,"Velachery Bypass Road, Velachery, Chennai, Tamil Nadu 600042, India ",80.21795589999998,12.9834939,"Garbage bin, garbage is spilled out and the footpath is left unwalkable due to stink",Not found,"Jan 31, 2019, 06.12 AM IST"
2398,chennai_report_1831.txt,"nemilicherry lake chromepet,Nethaji Nagar main road,chennai 44 ",80.1526818,12.9433364,"water drainage is been opened, risk because of this open, huge hindrance of this",Not found,"Jan 25, 2019, 06.19 AM IST"
2399,chennai_report_1833.txt,"Kannadasan Nagar, Kodungaiyur,8th block, 5th main road,chennai ",80.25599509999998,13.1318796,blastic has been burned,Not found,"Jan 25, 2019, 06.12 AM IST"
2400,chennai_report_1835.txt,"Velachery ,Velachery Main Road ,chennai ",80.2211327,12.9792472,"areas are not having, paint are ideal",Not found,"Jan 25, 2019, 06.09 AM IST"
2401,chennai_report_1836.txt,"poonamallee bye pass,parivakkam road,chennai ",80.1066132,13.057041,solution for the problem,Not found,"Jan 24, 2019, 06.17 AM IST"
2402,chennai_report_1837.txt,"Ennore Express Highway,Door No 961, DCB warehouse,chennai ",80.22535649999998,13.1553929,pathetic conditions,Not found,"Jan 24, 2019, 06.16 AM IST"
2403,chennai_report_1839.txt,"annasalai,gp rod,chennai ",80.2675963,13.0649773,fleesing public,Not found,"Jan 24, 2019, 06.09 AM IST"
2404,chennai_report_1841.txt,"Munuswamy Salai, K.kNagar(w),opp RTO grounds,Chennai ",80.1933038,13.0441943,park i side,Not found,"Jan 23, 2019, 06.14 AM IST"
2405,chennai_report_1843.txt,"medavakkam,velachery tambaram main road,chennai ",80.18508440000002,12.9206964,place is perumbakkam river,Not found,"Jan 23, 2019, 06.13 AM IST"
2406,chennai_report_1844.txt,"Opposite loane Square park,Prakasam salai (Broadway),Chennai-600108 ",80.28618999999998,13.0945283,"pothole road damaged, monsoon.still not yet",last year,"Jan 23, 2019, 06.12 AM IST"
2407,chennai_report_1845.txt,"Perambur,Gurumurthy Garden,Chennai 600011 ",80.2435745,13.111240300000002,"garbage bin, covers half of the road.blocking traffic",Not found,"Jan 22, 2019, 06.17 AM IST"
2408,chennai_report_1847.txt,"Surya Nagar Medavakkam ,Thiruvalluvar street ,Chennai ",80.19484369999998,12.9263149,"road are being encroached, full of garbage, waste are dumped in the encroached area full of mosquitoes",Not found,"Jan 22, 2019, 06.13 AM IST"
2409,chennai_report_1848.txt,"indira colony 2nd street ,2nd Street ,ashok Nagar, chennai ",80.2104658,13.0337235,"Garbage accumulated, garbage bin is placed  in the road, blocking the smooth flow of traffic",Not found,"Jan 22, 2019, 06.06 AM IST"
2410,chennai_report_1850.txt,"Lasksmi Apartments, 122, Abhiramapuram 4th Street, Abiramapuram, Chennai, Tamil Nadu 600004, India ",80.258764,13.0309937,"drain out sewage on to the road, major health hazard and the area sees a lot of commuters",Not found,"Jan 21, 2019, 06.15 AM IST"
2411,chennai_report_1852.txt,"Kotturpuram,Bharathi avenue 3rd street,Chennai ",80.24683470000002,13.0126518,Sewage has been leaking on,Not found,"Jan 21, 2019, 06.07 AM IST"
2412,chennai_report_1854.txt,"villivakkkam,lakshmipuram 2 nd street,chennai ",80.26341140000002,13.0464437,Debris dumped,Not found,"Jan 21, 2019, 06.02 AM IST"
2413,chennai_report_1855.txt,"Srinivasapuram, Thiruvanmiyur,3rd Cross,Chennai ",80.2592848,12.9726203,Road is severely damaged,Not found,"Jan 21, 2019, 06.01 AM IST"
2414,chennai_report_1856.txt,"T Nagar,Habibullah road,chennai ",80.23855139999998,13.0500506,breeding of mosquitoes has been high,Not found,"Jan 20, 2019, 06.11 AM IST"
2415,chennai_report_1858.txt,"Madhavaram,G.N.T road CMDA Truck terminal,,Chennai ",80.224271,13.144462,"chromepet station, underneath of the stairs is urinated, dumped their packing  , peoples identification",Not found,"Jan 20, 2019, 06.06 AM IST"
2416,chennai_report_1860.txt,"11, V.V.Koil Street ,Gandhi Nagar, Ekkattuthangal ,Chennai ",80.1980428,13.0625815,sewage water is overflowing,three days,"Jan 19, 2019, 06.11 AM IST"
2417,chennai_report_1861.txt,"Velachery,no.131, 100ft bypass road,Chennai ",80.21933309999999,12.9784239,"garbage clearers, traffic obstruction throughout the day",Not found,"Jan 19, 2019, 06.10 AM IST"
2418,chennai_report_1862.txt,"T Nagar,Giri Road,Chennai ",80.2429483,13.0480844,poses hazard of collapsing in school area,Not found,"Jan 19, 2019, 06.09 AM IST"
2419,chennai_report_1864.txt,"Parrys,Rattan Bazar Road,Chennai 600003 ",80.28143259999997,13.0876186,garbages are cleaned,Not found,"Jan 19, 2019, 06.04 AM IST"
2420,chennai_report_1865.txt,"kalakshetra colony,kaveri street,chennai. ",80.26695289999998,12.9905762,danger to people walking on the road,Not found,"Jan 19, 2019, 06.01 AM IST"
2421,chennai_report_1868.txt,"Anna salai,EB Avenue,Chennai ",80.26669799999998,13.066707,"manhole cover for sewage was broken, still full road is not in the usable condition",Not found,"Jan 18, 2019, 06.08 AM IST"
2422,chennai_report_1874.txt,"royapuram,andiappa gramani street,chennai ",80.29305599999998,13.109007,"storm water drain work, absence of street light",Not found,"Jan 17, 2019, 06.06 AM IST"
2423,chennai_report_1875.txt,"kamakotti nagar, Pallikarnai,1st main road ,chennai ",80.21080040000002,12.9418596,smell is bad,Not found,"Jan 17, 2019, 06.00 AM IST"
2424,chennai_report_1876.txt,"Royapettah,GP Road,Chennai ",80.2654771,13.0604206,Plastic garbage is dumped on all the sides,Not found,"Jan 15, 2019, 06.10 AM IST"
2425,chennai_report_1877.txt,"triplicane ,big street,triplicane,Chennai ",80.27571230000002,13.0597751,Unofficial film banners,Not found,"Jan 15, 2019, 06.09 AM IST"
2426,chennai_report_1881.txt,"velachery,perungudi station road,chennai ",80.2278023,12.9721865,place has many eateries nearby,Not found,"Jan 14, 2019, 06.18 AM IST"
2427,chennai_report_1882.txt,"west tambaram,kanniamman koil st,chennai ",80.228348,13.0746347,Garbage mounds with swarms of mosquitoes,Not found,"Jan 14, 2019, 06.15 AM IST"
2428,chennai_report_1883.txt,"west tambaram ,kulam stop(mudichur main road),chennai ",80.10432,12.925461,risk of disease,Not found,"Jan 14, 2019, 06.12 AM IST"
2429,chennai_report_1885.txt,"Zamin Pallavaram,Dharga Road,Chennai ",80.1623121,12.9631841,sewage leak usual in this road.happening,Not found,"Jan 13, 2019, 06.09 AM IST"
2430,chennai_report_1886.txt,"velacherry ,HIG 1st main road TNHB colony,Chennai ",80.21155309999997,12.990314199999998,state of the street,Not found,"Jan 13, 2019, 06.09 AM IST"
2431,chennai_report_1887.txt,"Kalakshetra colony,kaveri strret,Chennai. ",80.26695289999998,12.9905762,garbage strewn,Not found,"Jan 13, 2019, 06.01 AM IST"
2432,chennai_report_1888.txt,"101, suvasini apartment ,1,periyalwar st, sundaram colony east tambaram,chennai 600059 ",80.1302772,12.932837,eateries on Kathipara/G.S.T. Road pavements and facilitate the,Not found,"Jan 13, 2019, 06.00 AM IST"
2433,chennai_report_1889.txt,"annanagar east,Junction of 2nd and Third Avenue,chennai ",80.21808159999998,13.082982800000002,garbage has been pilled up,Not found,"Jan 12, 2019, 06.10 AM IST"
2434,chennai_report_1890.txt,"t nagar,bus stand,chennai ",80.24251109999999,13.0434953,foot paths are developed for  car parking,Not found,"Jan 12, 2019, 06.03 AM IST"
2435,chennai_report_1891.txt,"Abhiramapuram,St. Mary’s Road,Chennai ",80.2577281,13.0287952,"hindrance, difficulty and uneasiness to school",Not found,"Jan 12, 2019, 06.03 AM IST"
2436,chennai_report_1892.txt,"Adyar,Gandhi nagar Crescent avenue-Adithanar road junction,chennai ",80.25153619999998,13.0095907,damaged condition its threat for childrens,Not found,"Jan 12, 2019, 06.00 AM IST"
2437,chennai_report_1893.txt,"velachery main road,pallikaranai,chennai ",80.2063666,12.9418451,"drainage issues which flows, breeding place for mosquitoes",Not found,"Jan 11, 2019, 06.10 AM IST"
2438,chennai_report_1896.txt,"Guindy,SIDCO industrial estate,Chennai ",80.2126109,13.0144557,still this condition,Not found,"Jan 11, 2019, 06.01 AM IST"
2439,chennai_report_1897.txt,"3rd Seaward Road End,69th street Ward 182, Valmikinagar Housing Board,CHENNAI ",80.26540670000001,12.9811561,UNCLEARED GARBAGE,Not found,"Jan 10, 2019, 06.16 AM IST"
2440,chennai_report_1898.txt,"sri nagar colony,north avenur,saidapet, chennai ",80.2295852,13.0154199,"storm water drainage cover, damaged condition, serious threat to the walking persons, breeding point of mosquitos, damaged cover with proper masonry work",Not found,"Jan 10, 2019, 06.13 AM IST"
2441,chennai_report_1899.txt,"kurunji flats thirvaluvarnagar ,Thiruvanmiyur,Chennai ",80.26403859999998,12.9749107,congestion and completely closing the footpath for pedestrians,Not found,"Jan 10, 2019, 06.12 AM IST"
2442,chennai_report_1900.txt,"Guindy,G.S.T. Road,Chennai ",80.2037428,13.0120477,motorist and street people,Not found,"Jan 10, 2019, 06.10 AM IST"
2443,chennai_report_1902.txt,"west mambalam,arya gowda road,chennai ",80.22143630000002,13.0404614,dug for drainage,past two months,"Jan 9, 2019, 06.21 AM IST"
2444,chennai_report_1904.txt,"Mannurpet,Cth road,chennai ",80.1154663,13.124548999999998,"Garbage is not cleared, fire is of construction work, waste materials, chances for accidents",Not found,"Jan 9, 2019, 06.09 AM IST"
2445,chennai_report_1905.txt,"kondhithop,murugesan Street,chennai ",80.21902840000001,13.0474583,"construction of sewage, road causing bikers falling and cars",Not found,"Jan 9, 2019, 06.06 AM IST"
2446,chennai_report_1906.txt,"Poonamallee,Tank Street / Kulakarai 2nd Street,Chennai 600056 ",80.0967679,13.0531497,"filled with sewage water, lot of health hazards",Not found,"Jan 8, 2019, 06.12 AM IST"
2447,chennai_report_1908.txt," Achuthan Nagar, Ekkatuthagal,1st Street,chennai ",80.2021204,13.020896,parked by unknown elements,Not found,"Jan 8, 2019, 06.10 AM IST"
2448,chennai_report_1909.txt,"parrys,Linghi Chetty Street,Chennai ",80.2899329,13.095132199999998,"not been cleaned, it stinks a lot, lot of mosquitoes, bad to wake up",Not found,"Jan 8, 2019, 06.09 AM IST"
2449,chennai_report_1910.txt,"JP Nagar soorapet,2nd Avenue,Chennai ",80.18755949999998,13.146800099999998,sewage overflowing,Not found,"Jan 8, 2019, 06.01 AM IST"
2450,chennai_report_1911.txt,"periamet ,woothucattan street ,Chennai ",80.2677076,13.0841828,Garbage dumping,Not found,"Jan 8, 2019, 06.00 AM IST"
2451,chennai_report_1914.txt,"kknagar,Lahmanaswamy salai,chennai 600078 ",80.1930007,13.0405215,Garbage is often left on the pavement,Not found,"Jan 7, 2019, 06.12 AM IST"
2452,chennai_report_1916.txt,"Alwarpet,Sriman Srinivasa Road,Chennai ",80.2562453,13.0410021,"potholes for almost, risk of accidents",three weeks,"Jan 7, 2019, 06.00 AM IST"
2453,chennai_report_1917.txt,"Adyar Sastrinagar,First main road,Chennai ",80.2534836,13.0068224,occupied on the platform,Not found,"Jan 6, 2019, 06.07 AM IST"
2454,chennai_report_1918.txt,"Kathipara/Guindy,G.S.T. Road,Chennai ",80.2037555,13.0083528,"water drain manholes, pavements are lying open, no lids placed since they, garbage are dumped, cause threat to the lives of pavement",Not found,"Jan 6, 2019, 06.06 AM IST"
2455,chennai_report_1920.txt,"Royapettah, E A bus stop near Melody,woods Road ,Chennai ",80.26418439999998,13.0584546,"unattended create garbage pile.up,used",several months,"Jan 6, 2019, 06.03 AM IST"
2456,chennai_report_1921.txt,"Royapettah,Gafoor 3rd Street,Chennai ",80.26012270000003,13.0515964,unattended causing traffic hurdle,Not found,"Jan 6, 2019, 06.01 AM IST"
2457,chennai_report_1923.txt,"Thillaiganga Nagar ,5th Main Road ,Chennai ",80.18579299999998,12.983372,UNCLEARED GARBAGE,10 days,"Jan 5, 2019, 06.07 AM IST"
2458,chennai_report_1926.txt,"Nesapakkam,west vannier street,chennai ",80.21727779999998,13.0529896,"garbage occupying half the street, dumping garbage on the road",Not found,"Jan 5, 2019, 06.01 AM IST"
2459,chennai_report_1927.txt,"INJAMBAKKAM,SWASTIC AVENUE,CHENNAI ",80.2581385,12.9324228,"dump garbage, Corporation have been of no use",Not found,"Jan 4, 2019, 06.20 AM IST"
2460,chennai_report_1928.txt,"Mahakavi Bharathi Nagar,,2nd main road, 14th CENTRAL cross street,Chennai 600039 ",80.26039499999997,13.1246027,"Carbage dust bin kept at the middle of the road, Blocked traffic heavily",Not found,"Jan 4, 2019, 06.18 AM IST"
2461,chennai_report_1930.txt,"Choolaimedu,Thiruvenkatapuram second  street   choolaimedu,chennai ",80.22830689999998,13.0661408,"filled with sewage water, corporation is not",Not found,"Jan 4, 2019, 06.12 AM IST"
2462,chennai_report_1931.txt,"Poonamallee,Maran Nagar Annexe, Poonamallee,Chennai ",80.09958329999998,13.0571172,mayisthiri  street,Not found,"Jan 3, 2019, 06.13 AM IST"
2463,chennai_report_1934.txt,"CLC Line, Chambers colony,First street,  Chrompet  ,Chennai-44 ",80.1411813,12.954817599999998,place below the bridge,Not found,"Jan 3, 2019, 06.06 AM IST"
2464,chennai_report_1936.txt,"Egattur, OMR NEAR SIPCOT ARCH,Dr. Ambedkar street,Chennai ",80.2290688,12.8324933,"Residents of live in constant stink, sewage leaking on to the street",Not found,"Dec 30, 2018, 06.09 AM IST"
2465,chennai_report_1940.txt,"tondiarpet,kailasa mudali street,chennai ",80.28746579999998,13.1265223,full of potholes,1 year,"Dec 28, 2018, 06.14 AM IST"
2466,chennai_report_1941.txt,"Rajakilpakkam,Ranga Colony main road,chennai ",80.15244969999998,12.9244089,uncleared on Kaveri Street,Not found,"Dec 28, 2018, 06.13 AM IST"
2467,chennai_report_1942.txt,"Rail way ground ,Railway colony,Tambaram chennai ",80.12436439999998,12.9261084,"Garbage overflows onto pavements, place tidy",Not found,"Dec 28, 2018, 06.09 AM IST"
2468,chennai_report_1944.txt,"t nagar,arcor road off south boag road,Chennai ",80.24218590000002,13.0394905,"Waste dumped, uncleared for a long time, spreading the risk of diseases",Not found,"Dec 27, 2018, 06.11 AM IST"
2469,chennai_report_1945.txt,"foreshore estate,santhome high road,chennai ",80.27534519999998,13.0264556,Sewage has been let out onto the street,30 days,"Dec 27, 2018, 06.10 AM IST"
2470,chennai_report_1946.txt,"kamarajapuram ,pammal kamarajapuram mainroad ,chennai ",80.12475699999997,12.9740418,Garbage is tossed on to the road,Not found,"Dec 27, 2018, 06.08 AM IST"
2471,chennai_report_1947.txt,"Tiruvanmiyur,near Jayanthi threatre,Chennai ",80.25601019999998,12.9889149,"NOOKGarbage is often piled up and left uncleared for days at the turn, increase in criminal",Not found,"Dec 27, 2018, 06.00 AM IST"
2472,chennai_report_1949.txt,"1st Main Road,R A Puram,Chennai ",80.2590755,13.0243203,Garbage bins are broken,Not found,"Dec 26, 2018, 06.11 AM IST"
2473,chennai_report_1950.txt,"korattur,north avenue,Chennai ",80.18361379999997,13.110039000000002,spread disease,Not found,"Dec 26, 2018, 06.07 AM IST"
2474,chennai_report_1952.txt,"royapettha,bangaru street,chennai ",80.27099040000002,13.0619459,"Sewage Slab is broken, risk to elderly & children",Not found,"Dec 26, 2018, 06.00 AM IST"
2475,chennai_report_1954.txt,"Nungambakam,Wallace's graden main road,CHENNAI ",80.24855699999998,13.061241,"Mosquitoes and, wandering the streets",Not found,"Dec 25, 2018, 06.05 AM IST"
2476,chennai_report_1956.txt,"ashoknagar,18th avenue,Chennai ",80.2109017,13.0410148,"stinking drainage water is freely flowing, health hazard, Super Senior Citizens, infectious deceases",Not found,"Dec 25, 2018, 06.04 AM IST"
2477,chennai_report_1957.txt,"Abhiramapuram,St Mary's Road,Chennai ",80.2577281,13.0287952,sees a lot of traffic is in really bad shape,Not found,"Dec 24, 2018, 06.11 AM IST"
2478,chennai_report_1958.txt,"Thiruvanmiyur,pillayar kovil street,chennai ",80.2543507,12.9790825,dug up recently,Not found,"Dec 24, 2018, 06.10 AM IST"
2479,chennai_report_1960.txt,"Triplicane ,Triplicane High Road ,Chennai ",80.2742945,13.0597597,"electricity pole, grave threat to road, motorist brush",Not found,"Dec 24, 2018, 06.01 AM IST"
2480,chennai_report_1961.txt,"sowcarpet ,venkatesa maisthiri street,chennai ",80.27726559999998,13.0906522,place for defecation and urination by the public,Not found,"Dec 23, 2018, 06.16 AM IST"
2481,chennai_report_1962.txt,"Triplicane,Big Street,Chennai ",80.27571230000002,13.0597751,pavements are encroached,Not found,"Dec 23, 2018, 06.15 AM IST"
2482,chennai_report_1964.txt,"Gopalapuram,Peters road,chennai ",80.2595122,13.0543685,"thambu chetty street occupied by street vendors, leaving no space for vehicles parking",Not found,"Dec 23, 2018, 06.07 AM IST"
2483,chennai_report_1966.txt,"urappakkam,jagadhish nagar 3rd street,arul nagar,nandhivaram,urappakkam,chennai ",80.06297020000002,12.8615124,"dumping of garbage, abonded garbage picking vehicles in perialwar street",Not found,"Dec 22, 2018, 06.09 AM IST"
2484,chennai_report_1967.txt,"triplicane,triplicane high road,chennai ",80.2742945,13.0597597,"broken dustbin without wheels, overflowing of garbage, menace for all kind of diseases, daily basis n replace the  broken dust bin",1 year,"Dec 22, 2018, 06.05 AM IST"
2485,chennai_report_1968.txt,"tiruvanmiyur,kamarajar nagar 2,main road ,chennai- ",80.2526906,13.0058019,"potholes, damaged footpath, garbage dump",Not found,"Dec 22, 2018, 06.04 AM IST"
2486,chennai_report_1969.txt,"West mamblam,brindivan street,chennai ",80.22493809999997,13.0421829,pathway exclusively meant for thousands of pedestrians,Not found,"Dec 22, 2018, 06.01 AM IST"
2487,chennai_report_1972.txt,"Royepettah ,Roprttah High Road,chennai ",80.26544810000001,13.0486335,"Ramkey people for long time, health hazard to our residents",Not found,"Dec 21, 2018, 06.10 AM IST"
2488,chennai_report_1975.txt,"Selaiyur,Muthalamman Temple,Chennai ",80.139849,12.9214965,place of corporation,Not found,"Dec 20, 2018, 06.15 AM IST"
2489,chennai_report_1978.txt,"K.K.Nagar,First sector fifth street,chennai ",80.203848,13.037891,stagnant water,Not found,"Dec 20, 2018, 06.10 AM IST"
2490,chennai_report_1979.txt,"thiruvanmiyur,58th cross street/ New beach road extention,chennai ",80.26476050000002,12.9749887,"Unauthorized parking of vehicles, leaving no way to the pedestrian",Not found,"Dec 20, 2018, 06.10 AM IST"
2491,chennai_report_1980.txt,"Urur kuppam, Besant nagar,Beach road (Mud road laid to go broken bride),Chennai ",80.2702759,13.0040625,storm water works left pending,Not found,"Dec 19, 2018, 06.06 AM IST"
2492,chennai_report_1981.txt,"adyar,sardar patel road near malar hospital,Chennai ",80.25877879999999,13.0100702,"Garbage from different companies, lot of mosquitoes, dumping Garbage",Not found,"Dec 19, 2018, 06.05 AM IST"
2493,chennai_report_1982.txt,"Madipakkam,4th Cross Street, Periyar Nagar Extension 2,Chennai ",80.20237499999998,12.961702699999998,"open windows, stagnant sewage overflow, fortnight - is a DENGUE HAZARD",Not found,"Dec 19, 2018, 06.03 AM IST"
2494,chennai_report_1983.txt,"Ekattuthangal,Balaji nagar first street,chennai ",80.19748990000002,13.0563484,"overflowing sewage, health hazard",Not found,"Dec 19, 2018, 06.03 AM IST"
